"Mr. Bari, if you see this I would like to thank you for being the best teacher on this platform. I have recently purchased your Udemy course and would like to express my gratitude as your videos are comprehensive and UNIQUE to your teaching style. You are the dedicated teacher that I go to for data structures and algorithmic content. Thank you :)",positive
"SIR WILL YOU PLEASE MAKE A DETAIL VIDEO ON EXPRESSION TREES AND HOW WE CAN WRITE A PROGRAM IN C.......",interrogative
"Our king 😎😎😎😎😎😎 is back .",positive
"Thank u for uploading a new video on this topic ....it explained everything much clearly 👌",positive
"Nice explanation sir",positive
"Great method to explain every topic👏",positive
"Hello sir plz make video on Red Black tree",imperative
"excellent videos@@@@",positive
"Sir you used to be the best teacher, I iz very muched loved u but nowadays cir I can not see board because u so fat. please slim sir but I learn everyday from board and exam well done sir, many thank you.",positive
"Thank you Abdul Bari, your videos and lessons is well-structured and approachable. I would recommend your videos to my students in the near future. Thank you again.",positive
"Thnaks a Lot SIR ...... you give us very best stuff for not only particular subject but also getting ready for 100% clear to any topic....thank you very much",positive
"Sir your Java videos are incomplete please upload all video  of Java on Udemy so that I can buy it ..",imperative
"There is no requirement of subtitle it working as a obstacles in watching the lower content of white board.",miscellaneous
"thank you  sir for providing such content for free please upload more...we need you sir, you are so  amazing ,HUGE RESPECT FOR YOU SIR..",positive
"Sir i can say no one can teach this topic better than the way you have taught.  Teaching skill at its peak sir. Thanksssss",positive
"can we use a greedy algorithm for this?",interrogative
"thanks  a lot sir,,,,",positive
"i am from Bangladesh.You are one of the best teacher in algorithm learning ...So carry on..",positive
"sir thought, at 51:15 no one will watch the whole video and didn't edited it.... sir, you are awesome I watch your videos till the end.",positive
"@abdul bari i wanted to ask few of my doubts.. kindly provide me a platform where i can discuss my doubts.. please sir",imperative
"You are the greatest Data Structure And Algorithm Teacher I have ever seen ! Such an amazing explanation..Thank you sir..",positive
"Best video on matrix chain multiplication",positive
"Solid Explanation by Solid Person.👌👌Thanks a lot Sir. 😁😁😁",positive
"sir python pe videos banaye sir you can explan every thing very well",positive
"sir which course are coming up with on udemy ? please",interrogative
"Hi Sir. This is Sri lekha from Chennai. I have a doubt regarding the DP problem. Ques: https://practice.geeksforgeeks.org/problems/find-optimum-operation/0Sir, the dp solution is very easy. but i don't know how it works. Could please explain the logic. Sir, I'm looking for an explanation. Thanks in advance.",interrogative
"Such a great explanation with so easy method of teaching ✌️🎉",positive
"That's great. Your teaching techniques are amazing. Thanks a lot. Make videos on another topics and subjects of GTU Syllabus.🤘😎",imperative
"getting u as a teacher,is matter of fortune for every student",positive
"You are awesome :). Thanks for the video.",positive
"Sir please can you upload some videos on machine learning .......We have it as a subject in this semester there is not much data available anywhereIf possible please try....",imperative
"nice explanation ......:)",positive
"thankyou so much sir for again investing another hour into same topic thankyou...so much🙏",positive
"One day before examination 😂😂😂 talking about me",miscellaneous
"Best teacher",positive
"Sir if i buy your course *Mastering Data Structures & Algorithms using C and C++.* So that's available for life time or some specific time/duration?* I am interested to buy your course which available on udemy*",interrogative
"Smooth as Butter !!",positive
"51:14...........",miscellaneous
"lengthy one but worth it.....",positive
"You are an amazing Teacher...",positive
"sir i have purchased your course on c++, sir please make detailed course on java and python and your lectures on c++ is great.",positive
"🙌🙌",miscellaneous
"best video ever........................",positive
"When will you going to release java course sir...",interrogative
"Sir ,I bought ur C++ course yesterday ,may I know for how many days I can access it or unlimited ?",interrogative
"sir from where you are?",interrogative
"More clearer this time sir, Thank you! 36 + 3 * 2 * 5  must be 66 not 86 though :D",corrective
"Here's the implementation in java. https://gist.github.com/RitamChakraborty/da1b8ab58ee0109116dfc2ac7e9c1a27",miscellaneous
"Sir, Please add sections like Dynamic Programming and other important topics to your data structures udemy course.",imperative
"Amazing Sir, thank you very much for making these free videos .",positive
"nice video btw thats not associative property its distributive",corrective
"https://www.youtube.com/watch?v=eSdcg4kKatc",miscellaneous
"(: Just two?",interrogative
"Hi abdul sir , please make a whatsapp group where all students can disscus their Problems . It will help all students alot.",imperative
"Sir please delete the previous video on MCM.",imperative
"wonderful respected sir, I liked your way of lecturing...",positive
"u legend",positive
"Another epic statement at 38:49 ""So only your time is saved because I have written this one"". 😂Thank you 🙏",positive
"Epic statement at 1:00 ""If you are here one day before the examination ..."" 🙌",positive
"Thanks to you i do passed the algorithms exam with the maximum result, you, professor Bari, you are the best, thank you a lot from italy",positive
"Best data structure tutorials ever seen in youtube. The way you're teaching is mind blowing. Simple and elegant.  I purchased your course on Udemy to express my gratitude for the free video you uploaded here on youtube. Thank you once again.",positive
"Your videos got me through my algorithms class, thank you so much",positive
"sir please please upload video  on manacher's algo and O(nlogn) LIS problem...",imperative
"If you want to learn directly then go to 34.30 and I have solved 8 marks questions in my board exam.Thanks, @Abdul Bari",positive
"thanks baje for your  videos....love from Nepal!!!",positive
"Plz plz plz make video on bucket, radix and count sorts as well, they're nowhere on youtube",positive
"may god blesss you and your family sir",positive
"You are an amazing professor.... I admire you so much because you answer every possible question regarding every topic instead of just stating formulas.... You deserve standing applause, sir...Thank you so much sir...keep doing these kinds of videos sir because it helps millions of students...One request I want to make is please explain the asymptotics in greater detail.",imperative
"THANK YOU SIR  sir for caring about us students and taking time to make a new video explaining previous unexplained things about certain topics. your approach is genuinely amazing  and very friendly towards beginners and that's something. Teaching complex topics in simple understandable way  is only what great teacher can achieve and you have achieved that your teaching  will be remembered by lots of students for times to come.",positive
"Assalamualaikum teacher, May Allah give you a great reward for the knowledge that you teach, Aamiiiin :) Teacher I want to learn Parallel Programming and System Programming using C/C++ from you on udemy, please 😇😇 hehe",imperative
"There is a paid data structures and algorithms course of yours in Udemy, but you have uploaded all those videos in algorithm section in YouTube. Then what is the use of buying that Udemy course? Are you cheating your students? Please answer me....",negative
"Randomized Algorithms needed Sir thank you so much for your videos.... They have helped us a lot. May you plz make videos on Randomized QuickSort and Hiring problems too",interrogative
"Mr. Bari, these videos are excellent. Your explanations are always clear and to the point.",positive
"Sir I am not able to buy ur udemy course using Indian Debit card..What to do??",interrogative
"❤🙏",positive
"2x",miscellaneous
"Only two words for the explanation in this video ""Amazingly Awesome """,positive
"Great Job Sir. Really appreciable dedication you put in your teaching. Thank You.",positive
"Awesome sir😍😍😍",positive
"This guy is gem...loved his videos...",positive
"Sir please please make a course on algorithms on Udemy but with codes of algorithms also like the one on Data Structures.",imperative
"One of those special gift that Allah has blessed me with  this year is your vedios.  May Almighty bless you, thank you so much",positive
"Sir pls make vdio on red black tree",imperative
":'(",negative
"I think this is the best ever video I have watched on YouTube. Thank you so much for your efforts sir.",positive
"Protect your time..watch in 1.5x. It's perfect.",miscellaneous
"LEGEND GOD!!!",positive
"Why the price of udemy courses keeps varying so much.??..from 700 to 11000..🙄🙄",interrogative
"Thank you Sir!",positive
"God of algorithm.. Great sir 👍👍👍",positive
"Respected sir ,I like your way of teaching. Could you plz make more videos on sorting techniques like radix sort,shell sort etc...",imperative
"Sir, Plz recommend a book for data structures and algorithms that i could refer along with your udemy course.",imperative
"Sir please make a core CS subject courses on udemy🙂",imperative
"Abdul Bari is Back.. King is Back😎",positive
"Radaaaa na bhau 😎💪",miscellaneous
"Thank u sir for ur effort in providing such a detail explanation of this topic, ...can u plz make a video how to read technical subject and get mastered .some subject in cse like compiler design,dbms,and co (computer organisation)have some tricky concept .plz give some advice so that we can learn and teach others like u .",imperative
"Abdul ""God"" Bari",positive
"Thanks sir.",positive
"Sir ,one important question is it necessary to write an algorithm for every problems can we find direct solution for every problem in exam and write",interrogative
"Thank you sir for making this video,on Tuesday my DAA  paper is there🙏🏻",positive
"Thank you, thank you , thank you... Its my birthday today... n  dis video feels like a gift . Best teacher for algo.",positive
"Sir, could you start teaching python programming. It would really help",interrogative
"thank you very much sir for this video",positive
"Your videos not only teach but also inspire. They create a feeling that Algorithms can be conquered.",positive
"Sir, It doesn't change the resultant table so it doesn't matter in the long term, however at 45:18 : 36 + 3 x 2 x 5 = 66*",interrogative
"Sir, when will u come with machine learning algorithms.??? Plzzzzzzz prepare machine learning videos",interrogative
"""This you take 3 then you can dance"" - Abdul Bari 🕺🏻",miscellaneous
"Sir welcome back ... I am expecting your new videos on data structure",imperative
"I love you Sir🔥 Please make videos on System Designs",imperative
"love u sir... the exact topic  which I was searching .. thank you so much :)",positive
"Sir can you uplode  video on 15 puzzle problem plzzz",interrogative
"Sir I wanna be like you... I wanna know every thing you know... Where and How do u learn all these things so perfectly? PS: I'm really curious here",interrogative
"Please do course for DBMS as well",imperative
"Legend is back again....",positive
"Best algorithms teacher on youtube ! Your videos helped me clear 621 with an A ! Thank You !",positive
"Sir you're the one of the best Programming ,Data Structures and algorithms professors I have ever met in my entire life.",positive
"Sir ab ky mtlb...ab to humara ADA ka paper ho gya",positive
"Sir aaj hi DAA ka paper deke aaya hun 10 marks me aaya yeah question",positive
"Sir plz add space complexity of c code for comptition exam",imperative
"Welcome back",positive
"THANKU sir",positive
"Thank you so much sir 🙏🙏",positive
"Complexity?",interrogative
"Very useful 🙏🇮🇳",positive
"can you say how could we find such problem",interrogative
"can you say how could we find such problem",interrogative
"Sir,  While finding value of C[ 0,0 ] , C[ 1,1 ]..... that time first term is not applicable  because of value of K but W[i,j] we have to add which is not equal to zero. So why you are not considering that term?  I got doubt here.  Please reply sir.",interrogative
"Sir you can spend all your life from the blessings and appreciations of the fellow students around the world.",positive
"absolute madlad",miscellaneous
"How many engineers out here, give a like.",miscellaneous
"Thanks sir. I had two questions 1. c[0,0] should equal to w[0,0] because of the formula ""c[i,j] = w[i,j] + mini<k≤j(c[i,k-1] + c[k,j])"". 2. FOR EXAMPLE:  if the cost of c[1,1] and c[2,3] is minimum for k=2 and k=3. which k we should choose?? please guide me.",corrective
"Sir, when we are calculating C[i,j] for i=j, why you took it as 0 instead of w[i,j]. I know there wont be any ""K"" to get minimum of C but shouldn't w[i,j] be left as final value? Am i missing something?",corrective
"sir what about the program?",interrogative
"Amazing! Thank you!",positive
"Amazing explanation sir..... Thank you very much...........",positive
"Dear Abdul Bari Sir, Thank you So much for all of your videos , which you have provided that too for free in a time where education has certainly became a business may god give you more and more strength and all your dreams come true...#beautyofIndia Yours Thankfully, Abhinav, Indore(M.P.)",positive
"the true legend",positive
"Excellent sir .It is very useful for me",positive
"Thank you",positive
"Thanks sir",positive
"thanks a lot sir, love the way you teach, its mesmerizing.",positive
"Thank you sir good explanation",positive
"This is the Best Explanation available on this topic on internet so far.... thank you sir",positive
"Assalamu Alaikum Sir there is no one like you in teaching field",positive
"ABDUL YOU ARE THE MAN!",positive
"great videos,,thanks sir",positive
"Thank u very much",positive
"Sir please do more videos on algorithms we need more",imperative
"Thank you sir for all videos on DAA",positive
"Advance part of algorithms",miscellaneous
"Got an exam tomorrow and here I am watching this ..Thank you so much sir <3",positive
"Sir can you please explain graph matching and edmond's blossom algorithm to compute augmenting path! please .......",interrogative
"Thank you, you are my savior! :)",positive
"Great explanation..",positive
"isn't null check also a comparison  for square nodes.",interrogative
"Hi sir, may I check if the course content of this course the same as your ""mastering algorithm and data structure"" course in udemy?",interrogative
"Thanks .... nice explaination",positive
"Your videos are very very helpful!!! Thank you sir!",positive
"Thank u sir🇧🇩",positive
"Should the cost of C[0][0],C[1][1],C[2][2],C[3][3],C[4][4] ={2,3,1,1,1 } respectively ?",interrogative
"sir,thank u very much.Excellently explained.",positive
"sir please continue java series we all are eagerly waiting",imperative
"Sir .Thank u very much for all videos on DAA....V all gave the best in our exams just because of ur videos....the way u thought is just perfect and very effective to us sir...Once again thank you  very much sir.. Looking further for many videos ....",positive
"Assalamualaikum sir G, have a course on ""Automata"". Watching from Kashmir University.",interrogative
"Can you please upload a video of bipartite graph and augmentation concepts!",interrogative
"Sir please continue on your java series plz sir , you're seriously the best teacher . Keep up the good work",imperative
"sir your explain the things in a very easy way thats why i bought courses from udemy sir plz make more courses on computer networks or competative programming etc",imperative
"Sir plzzzzzzzzzzzzzzz make videos on automata computation .. theory of computation and automata ... Plzzzzzzzzzzzzzzz sir ... Ur way of learning is great .. thank you sir",imperative
"U do soo well sir Please upload as many algorithm as u can..and some other video aslo..thank you so much",imperative
"Awesome teaching nobody can teach like this..",positive
"Precious videos",positive
"Thank you. Added this video for later as the core content is covered in previous video and there are many more left in the list!😍",positive
"Sir please make a video for red black tree with all operations including joining and splitting...",imperative
"Thank you very much..",positive
"Congratulations for 100k Subscribers Sir 😍😍",positive
"thanks sir, u r very good teacher 💕",positive
"Sir you are the best , doing wonderful job by helping all of us",positive
"Wow....... very nice explanation....sir ...",positive
"Return of legend....😊",positive
"Thanks a lot for starting DP series, sir. One of the best YouTubers",positive
"Nice explanation sir..(Y)  #JAVAAID",positive
"Thanks for the sharing. Isn't the B-tree order 3 (2 keys, 3 leaves) better in all scenarios?",interrogative
"Sir I am your big fan. Your explanation are unique. Please sir upload all video on data structures.",imperative
"Masha-Allah, You are simply a Legend Sir, May Allah swt Reward You for the justice you have been doing with students. ./An Old Student",positive
"Nice",positive
"Thanx sir....",positive
"May Allah gives you the best. The way your explain is much better than a professor who is graduated form Ivy League universities . I bought his course in udmy  and the materials became easy.",positive
"Very helpful. I had to create a vision check system on a 2D grid on a game I was working on, based on this algorithm. First I tried with wikipedia, and found out that the pseudocode there is incorrect. This video helped me to understand how the algorithm works. Once I found out is was trivial to tweak it for all 4 octants. Thank you very much.",positive
"Sir you are telling there is no Gap in real life and theoritical main gap hai how?",interrogative
"Please can you upload a lecture for midpoint circle and elipse algorithm in Graphics",interrogative
"on 35:56.this is a error right? its always P=2dy-dx",corrective
"People like you are blessed with a beautiful skill, ""Teaching"". Thanks for being such a good teacher to all of us.",positive
"Sir your lectures are too good.. Thank you sir",positive
"Best explanation of Bresenham's algorithm I have ever heard.",positive
"Good explanation.....",positive
"Watch the video at 1.75x. Thank me later.",miscellaneous
"outstanding love from bd",positive
"sir,can the numerical be done by assuming any point x1 y1 and x2 y2?",interrogative
"Sir you are super explaining unbelievable.",positive
"Thing is i am really enjoy your lecture so please teach everything you learn in your entire life",imperative
"I liked so much this video! Thank you.",positive
"you are the only one who explaind derivation of breshanham algorithm on youtube even my university teacher didnt explained it",positive
"Sir do a video for sutherland line and polygon clipping algorithm",imperative
"but the algorithm only applies when m<1 ,let me know if i m missin' smthing. Thanks for the amazing explanation.",imperative
"Thank you master",positive
"Thank you sir really nice explanation",positive
"You sir helped me alot. Thank you",positive
"Thank you Abdul Bari! Your lessons are very useful.",positive
"wrong, how are you defining pnext - pk as positive or negative",interrogative
"Hello at 40:00 p<0 i.e.(=-5) how y=y++  (=2)?",interrogative
"MORE CONTENT ON COMPUTER GRAPHICS NEEDED!!! EITHER AS UDEMY COURSE OR YOUTUBE VIDEO.",imperative
"Please provide midpoint circle algo",imperative
"Example is good it help me alot to understand this..",positive
"If you watch at the speed of 1.5x is perfect for understand better 👍",miscellaneous
"Expecting mid point circle algorithm in detail..",imperative
"Sir please upload some videos related to circle algorithm",imperative
"What about slopes other than less than 1 ?",interrogative
"Very interesting",positive
"For anyone trying to figure out how to implement m > 1, here is a c++ implementation i created from the pseudo code on the wiki Just replace all the classes that's not found(like vector and color, these are classes i created)",miscellaneous
"Sir pls make lecture course in python also",imperative
"what is c in d1 formula",interrogative
"Take 2-3 examples when I teach 😊 thq",imperative
"In the algorithm, the initial value of p is computed erroneously, it should be 2dy-dx. Nonetheless, thank you for the great video!",corrective
"really nice explanation",positive
"as we can show on 37:39 that tou use in red color marker (D=delta)    p=2Dy-Dx  but in algo you use p=2dx-dy   but as i  know dx=x2-x1      while Dy=y2-y1",interrogative
"can anyone explain to me why we did subtract pk from pnext (pknest - pk) I mean what it refers to ?",interrogative
"very well explained.thankssssss",positive
"This is the best so far I have seen on Bresenham's algorithm explanation. You deserve an accolades👍",positive
"Sir what happen when x is not less than  X2",interrogative
"sir why don't u come to our clg sir. u r jst grt",positive
"Hey, i am studying Virtual Reality and you helped me with graphics do much.. thanks ❤",positive
"his pseudocode is wrong somehow.. try (0,0) (4,2)",corrective
"Sir also explain about DAA paper in MCA syllabus😢😢",imperative
"Thank you sir it is very useful😳😇and it's very helpful for my exams thank u so much sir",positive
"Pls sir make video on bresenhms circle draw algo pls...",imperative
"Can you explain the mid point circle concept in computer graphics ?",interrogative
"sir ak video bresenham’s circle drawing algorithm bna dijiye",imperative
"on 35:56 =>  P=2dy-dx  not p=2dx-dy",corrective
"Please make a video about midpoint circle algorithm and bresenhams circle algorithm",imperative
"sir you are really great especially your way of explanation  i haven't seen anyone like you on youtube",positive
"it is really not possible to get that on P_next - P_k < , >= 0 we are analyzing the conditions then how come that instead we have the conditions for P_k >,< 0",interrogative
"sir please make an another video on Circle drawing",imperative
"What should i do for line with end points (10,18) and (15,8)? Please solve it !",interrogative
"What should we do? If slope(m)<0",interrogative
"just start from 11.30",miscellaneous
"I Just started loving you sir..... Too good... MashaAllah Sir MashaAllah Loveeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee Youuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu Sirrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr",positive
"Well done sir",positive
"sir sorry apne yeh galat kraya jbb hmme Pnext kbhi pta hi hai toh compare kese kra aapko vaha sirf pk likhna tha as voh khud xk+1 and yk+1 ke baare btata hai next likh kr aapne ques gdbdh kr dya",miscellaneous
"God.",positive
"Adorable videos..indeed..👌👌 Plz upload more videos on computer graphics",imperative
"sir,plz bring up more videos on computer graphics...its really a need!",imperative
"sir here should be 2dy-dx instead of 2dx-dy",corrective
"Nice explanation...  examples are explained very easily and carefully...",positive
"Super Ji",positive
"thank you sir helped alot.....",positive
"sir you are really great .........your teaching influence every students........I was totally satisfied with your lectures......i hope you will make more videos in computer graphics too",imperative
"sir plz discuss the topic Bresenham's circle algorithm asap.",imperative
"Sir plz make a course on Java that will help us to crack interviews and  will also help us in coding round.",imperative
"now I understand the c.g. , thanks sir for your valuable videos, please update more acc top MCA 3 sem syllabus. And also how to make a notes.",imperative
"that was very helpful sir thank you",positive
"Sir Please Can You Provide me a video of Mid Point Circle Drawing Algorithm",imperative
"thank you so much sir pls keep making more such videos.",imperative
"Please make vedio on bresenhem circle drawing algorithm with example",imperative
"Excellent !!!",positive
"Sir please post circle generating algorithm in cg",imperative
"your lecture is very exclusive i have never seen such lecture.",positive
"Excellent lecture.thank you sir",positive
"Nice explanation sir..",positive
"Nice",positive
"GODSEND!",positive
"Very good job sir. It's very easy to learn while ur teaching. Thank you sir.",positive
"Great teaching Sir!",positive
"Sir pls post circle drawing algorithm...",imperative
"That is very very very helpful...thank you sir",positive
"Awesome, Thank you so much ! <3",positive
"Thanks sir",positive
"Who knew Dave from AT&T customer service was such an Algorithm wizard?",miscellaneous
"sir you did a mistakes from 36:00 ...check it...m i r8 or not..",corrective
"explain there are a point when we use bresenham algorithm it don't finished the whole point to end point like  [ ( 2 ,2) -- (5 ,10 ) ] etc ....",imperative
"Sir Please Made Videos On C Programming",imperative
"Thanku so much sir....u have explained it very well....thanx alot",positive
"I am sorry on 35:56 ... P=2dy-dx.... not p=2dx-dy  .... This lecturer is greater than attending my normal class. Thank you... Also you are my great lecturer of Analysis of Algorithm. I have knowm TIME COMPLEXITY because of you only... THANK YOU!!",corrective
"excellent sir",positive
"best lecture i have ever seen",positive
"💥 ""P= 2dy-dx"" 💥  please correct that",corrective
"will it be same in case of m>1 ?",interrogative
"Sir there is a slight mistake the decision parameter in algorithm is P=2dy - dx;",corrective
"no matter whose 9 dislikers are .....",positive
"Thank you sir",positive
"Thank you so much",positive
"Sir please make videos on computer graphics. Much needed!",imperative
"At 24:45 , why will the constant not have any effect on the decision, sir?",interrogative
"sir asalaamualaikum. if pk helps us to decide which pixel to choose then why we need to deduce pknext - pk?? kindly help.",interrogative
"The only bad thought that comes to my mind while watching your videos is the difference between your method of teaching 👌 and our college teachers  💩..",positive
"Sir pls make some vedios on midpoint circle drawing algorithm and midpoint ellipse drawing algorithm because my exams are coming near.. and i can understand your lectures easily",imperative
"God has manifested to me in your form. Thank you.",positive
"Sir pls make some vedios on midpoint circle drawing algorithm and midpoint ellipse drawing algorithm am really waiting for ur lecture in a short period of time",imperative
"Last derivation is very confused",negative
"asalamu alykum",positive
"Air kindly upload breshems circle drawing algorithm",imperative
"Very good explaintion, sir thanks u for video",positive
"Sir what for the condition if x1>=x2",interrogative
"Sir can uh please upload a video for Bresenham's circle algorithm",interrogative
"Sir at 35.56 the value of P1 should be 2*dy - dx ! You have written 2*dx - dy",corrective
"You are always best in any case...",positive
"At 35:56, P should be P=2*dy-dx instead P=2*dx-dy...",corrective
"Sir ji Thankyou Thankyou bahut sara....",positive
"bhagwan ho tummm",positive
"Hmra monday ki paper hai sr cmputr graphics ka plz mid circle point algo and elips algo videos upload kr den jald",miscellaneous
"Aploads plz mid circle point algo and elips algo plzzz",imperative
"But this will work for only those lines whose slope is less than 1, right?",interrogative
"*Thank you so much...now i clearly understood about Bresenham's Algo.* 👍😍",positive
"Sir, last sem due to you alone I survived algorithms. Now it seems you will help me survive Graphics as well. I desperately wish all teachers could explain like you!",imperative
"Thank you!you are best teacher!",positive
"GOOD TEACHING SIR 👌👍👌",positive
"Great job sir👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏",positive
"Thanxxx a lot sir g👌👌🙏🙏",positive
"sir their is confusion in decision variabe p ,its initial meaning and also its next  please  describe it",interrogative
"Moj aa gyi😇",positive
"sir at 36:06 isn't it p=2dy-dx. You have written p=2dx-dy. Great vedio sir keep it up.",corrective
"Great..great...great....simple and amazing explaination....i did not get bored even 1 sec.....superbbb.",positive
"Sir plz upload a video giving explanation for AI Algorithms..",imperative
"Example at 38:00",miscellaneous
"Sir, Is the below Title/book written by you? https://www.amazon.com/Data-Structures-Made-Mohammed-Abdul/dp/1546700315",interrogative
"Sir please make videos on line clipping.",imperative
"good explanation sir can you make a series on computer graphics and their algorithm..",imperative
"Sir please make a video on max flow min cut",imperative
"Sir you are outstanding!!! You made it crystal clear...thank you so much for putting your efforts.😊",positive
"What if (p=0)",interrogative
"Dimaag hil gaya",miscellaneous
"Very well explained",positive
"The best teacher i have ever seen,the way you explain is awsome.",positive
"Algo explaination starts at 14:46 . Thank me later",miscellaneous
"Thamk you sir... For uploading",positive
"int takes 2 bytes of memory so computer has to manipulate 15 bits and float takes 4 bytes so computer has to manipulate 32 bits , i think that can be the reason why float operations takes more time. Does it make sense?, but in DDA is dx and dy if both are declared then the result of division will also be an integer.",interrogative
"there will you please upload about circle drawing algorithm, line clipping algorithm, and rotation algorithms",imperative
"I love you sir Got good marks in DAA all thanks to your videos",positive
"Thank you sir....for great explanation....plz make videos on other graphical theorem's like polygon filling and boundry fill algorithm.....plz sir...my exams are starting from 30 March.....plz help me sir....",imperative
"Sir ,pls make more videos on computer graphics ...",imperative
"What a legend",positive
"Thank-you sir.... you accepted our requests..",positive
"Best teacher ever.",positive
"I implemented this in C# with the Hashfunction like this, would you consider it to be a proper implementation of this algorithm ?",interrogative
"Fantastic explanation sir. Helped me immensely.",positive
"Love u so much your teaching style sir!",positive
